0.133218,0.175121,0.0671202
0.466264,0.194585,0.102836
0.79931,0.232111,0.0583657
1.13236,0.249577,0.0792605
1.4654,0.238663,0.0789313
1.79845,0.231774,0.079911
2.13149,0.237695,0.0904289
2.46454,0.238542,0.0861339
2.79759,0.23735,0.103451
3.13063,0.225504,0.0986386
3.46368,0.221213,0.0702591
3.79672,0.218074,0.0655409
4.12977,0.214633,0.0603447
4.46282,0.212353,0.0162667
4.79586,0.209374,0.0173757
5.12891,0.212764,0.0221644
5.46195,0.22193,0.0379373
5.795,0.255224,0.0537534
6.12804,0.292977,0.0406256
6.46109,0.312147,0.0589065
6.79414,0.317445,0.0654077
7.12718,0.307265,0.0802323
7.46023,0.307809,0.0431493
7.79327,0.319127,0.0831361
8.12632,0.328148,0.101734
8.45937,0.335993,0.116155
8.79241,0.339528,0.112409
9.12546,0.338528,0.129926
9.4585,0.330996,0.126897
9.79155,0.317261,0.112405
10.1246,0.302934,0.112444
10.4576,0.290986,0.108702
10.7907,0.284548,0.103706
11.1237,0.281867,0.117072
11.4568,0.276044,0.104595
11.7898,0.272568,0.0950412
12.1229,0.271541,0.0958994
12.4559,0.271961,0.07986
12.789,0.271553,0.0674768
13.122,0.268755,0.0493409
13.4551,0.269265,0.0126183
13.7881,0.269151,0.012685
14.1211,0.269339,0.0150636
14.4542,0.26901,0.0103337
14.7872,0.268402,0.0259342
15.1203,0.26832,0.0174227
15.4533,0.268614,0.0156515
15.7864,0.268924,0.0177832
16.1194,0.267176,0.0211299
16.4525,0.264699,0.0124655
16.7855,0.266157,0.0124498
17.1186,0.267337,0.00960092
17.4516,0.266788,0.0104474
17.7847,0.265738,0.0122226
18.1177,0.263739,0.0238181
18.4507,0.263339,0.00998103
18.7838,0.265761,0.00931485
19.1168,0.268073,0.0151146
19.4499,0.264237,0.0182026
19.7829,0.259879,0.0339716
20.116,0.259867,0.0226503
20.449,0.260581,0.0221997
20.7821,0.261482,0.0228384
21.1151,0.262469,0.0255032
21.4482,0.263755,0.0467584
21.7812,0.26526,0.0308875
22.1142,0.265636,0.0232264
22.4473,0.266059,0.00916985
22.7803,0.271502,0.0189118
23.1134,0.284473,0.0201462
23.4464,0.291394,0.0290927
23.7795,0.29438,0.0229364
24.1125,0.296245,0.0219998
24.4456,0.291923,0.0223055
24.7786,0.281965,0.0220076
25.1117,0.280476,0.0181986
25.4447,0.280155,0.0166507
25.7778,0.284379,0.0191979
26.1108,0.296935,0.032843
26.4438,0.300536,0.0389562
26.7769,0.305344,0.0368518
27.1099,0.310462,0.0362993
27.443,0.322559,0.057582
27.776,0.342384,0.0512258
28.1091,0.362319,0.0844371
28.4421,0.388308,0.133731
28.7752,0.413067,0.152439
29.1082,0.4404,0.177609
29.4413,0.455076,0.189275
29.7743,0.47008,0.196819
30.1073,0.481739,0.207164
30.4404,0.489984,0.209786
30.7734,0.498154,0.215362
31.1065,0.505032,0.213767
31.4395,0.512912,0.218772
31.7726,0.514527,0.210221
